IA1	IA2	IB1	averageP	sdp	overlap	direction
mild headache	mild change in weight	refdist	0.438811832212109	0.0125426673640063	0.877623664424218	-1
severe rash	severe localized bleeding	refdist	0.613339082712662	0.00959165521495133	0.773321834574677	1
severely abnormal mole	severe headache	refdist	0.556508328434254	0.0134949219278483	0.886983343131491	1
mild diarrhea	severe sneezing	refdist	0.518053644314869	0.00911103339015718	0.963892711370262	1
mild localized numbness	mild sneezing	refdist	0.476821553398058	0.00888644184836099	0.953643106796117	-1
mild localized bleeding	mild localized numbness	refdist	0.545651126651127	0.00966583166369266	0.908697746697747	1
severe abnormal bruising	severely abnormal mole	refdist	0.529734951456311	0.00956868925854021	0.940530097087379	1
mild dizziness	severe abnormal bruising	refdist	0.535862497572344	0.00895153495896784	0.928275004855312	1
mild difficulty hearing	severe generalized pain	refdist	0.591011078717201	0.00980581624646775	0.817977842565598	1
severe rash	severe difficulty breathing	refdist	0.623346786833856	0.00980835524983578	0.753306426332288	1
mild rash	mild localized bleeding	refdist	0.536429019607843	0.00910939410039614	0.927141960784314	1
mild abnormal bruising	severe rash	refdist	0.476320070560564	0.0120355966187303	0.952640141121129	-1
mild difficulty sleeping	severe dizziness	refdist	0.541717285630955	0.00923309966424652	0.916565428738091	1
mild difficulty hearing	mild daytime drowsiness	refdist	0.511408631415241	0.00957926703913892	0.977182737169518	1
mildly abnormal mole	severe slurred speech	refdist	0.541099922239502	0.00929310432467464	0.917800155520995	1
mild rash	mild eye irritation	refdist	0.461389684251814	0.0129034196096562	0.922779368503628	-1
mild diarrhea	mild localized bleeding	refdist	0.550803887269193	0.00899288825328047	0.898392225461613	1
severe difficulty seeing	severe sneezing	refdist	0.610233728385467	0.00922432585658729	0.779532543229065	1
mild skin discoloration	mild slurred speech	refdist	0.497537565521258	0.00941020939390906	0.995075131042516	-1
mildly abnormal mole	mild fever	refdist	0.455238328756375	0.0121896226342513	0.91047665751275	-1
severe daytime drowsiness	severe change in appetite	refdist	0.53123182441701	0.00913938592023434	0.937536351165981	1
mild diarrhea	severe fever	refdist	0.554034327187132	0.012590268785269	0.891931345625736	1
mild generalized pain	mild dry mouth	refdist	0.496606331326471	0.00928107033931488	0.993212662652942	-1
severe daytime drowsiness	severe difficulty sleeping	refdist	0.606149621579662	0.00910500488657228	0.787700756840675	1
mild change in appetite	severe constipation	refdist	0.5142475499804	0.00893129038446379	0.9715049000392	1
mild change in weight	severe daytime drowsiness	refdist	0.518048197492163	0.00905984235574367	0.963903605015674	1
mild constipation	mild difficulty seeing	refdist	0.530607108176345	0.00905377620686359	0.93878578364731	1
severe localized pain	severe difficulty sleeping	refdist	0.620163332685958	0.00904987073535613	0.759673334628083	1
mild abnormal bruising	mild localized bleeding	refdist	0.531495726495727	0.00910778402037016	0.937008547008547	1
mild memory problems	mild localized pain	refdist	0.563905982905983	0.00924238605714535	0.872188034188034	1
mild abnormal bruising	mild constipation	refdist	0.473091067961165	0.0090206069227523	0.94618213592233	-1
mild rash	severe fever	refdist	0.53913539192399	0.0130635852033268	0.921729216152019	1
mild change in weight	severe localized bleeding	refdist	0.599881983924721	0.0091466783386346	0.800236032150559	1
severe fever	severe slurred speech	refdist	0.565124338105511	0.0131848421714229	0.869751323788978	1
mildly abnormal mole	severe constipation	refdist	0.526129276827372	0.00949706949330903	0.947741446345257	1
mild localized pain	severe localized numbness	refdist	0.549700544111932	0.00935524030528488	0.900598911776137	1
mild generalized pain	severe difficulty seeing	refdist	0.622040194174757	0.00877086814918492	0.755919611650485	1
severe constipation	severe change in weight	refdist	0.53907175063713	0.00983643934743413	0.92185649872574	1
severe fever	severe change in weight	refdist	0.537102315456165	0.0134410156490266	0.925795369087671	1
severe difficulty seeing	severe difficulty hearing	refdist	0.640769902912621	0.00906912369468353	0.718460194174757	1
mild difficulty breathing	severe localized numbness	refdist	0.58656942823804	0.00939520146621381	0.826861143523921	1
mild change in weight	severe dizziness	refdist	0.534434765548362	0.0101355618495182	0.931130468903276	1
mild dizziness	mild difficulty sleeping	refdist	0.528228588075354	0.00917106584599318	0.943542823849291	1
severe generalized pain	severe change in appetite	refdist	0.583423974887189	0.00929836112770701	0.833152050225623	1
severe memory problems	severe change in weight	refdist	0.617348882791062	0.00922009178203862	0.765302234417875	1
severe skin discoloration	severe difficulty seeing	refdist	0.618606490478041	0.00907089363698167	0.762787019043918	1
mild difficulty seeing	severe daytime drowsiness	refdist	0.54231974373908	0.00949333622767377	0.91536051252184	1
severe high blood pressure	severe generalized pain	refdist	0.605026443709897	0.00905625712624017	0.789947112580206	1
mild headache	severe generalized pain	refdist	0.575156862745098	0.0093705836849151	0.849686274509804	1
mild dizziness	mild slurred speech	refdist	0.515787225781402	0.00892843225814791	0.968425548437197	1
mild coughing	mild difficulty breathing	refdist	0.562422942546584	0.0090063291604155	0.875154114906832	1
mild localized pain	mild headache	refdist	0.491690121520972	0.00986343265189032	0.983380243041944	-1
severe constipation	severe headache	refdist	0.575056296586897	0.0125367920052598	0.849887406826206	1
mild generalized pain	mild difficulty hearing	refdist	0.5228430763255	0.00934257443719176	0.954313847349	1
severe rash	severe sneezing	refdist	0.481236078431373	0.0119644913748852	0.962472156862745	-1
severe difficulty breathing	severe fever	refdist	0.638647785182281	0.00887537501020143	0.722704429635437	1
mild localized pain	severe difficulty sleeping	refdist	0.598809671780928	0.00934506500702793	0.802380656438143	1
mild sneezing	mild headache	refdist	0.384204193611601	0.00926201800345804	0.768408387223202	-1
severe memory problems	severe difficulty seeing	refdist	0.657033993783994	0.00852147624182207	0.685932012432013	1
mild change in weight	severe dry mouth	refdist	0.447232307390708	0.00933352253071749	0.894464614781415	-1
mild daytime drowsiness	mild difficulty sleeping	refdist	0.522501069414739	0.00909866900916232	0.954997861170523	1
severe memory problems	severe coughing	refdist	0.63804745235317	0.00892079679627715	0.72390509529366	1
mild abnormal bruising	mild difficulty hearing	refdist	0.505486208236208	0.00947289532010307	0.989027583527583	1
mild localized bleeding	severe daytime drowsiness	refdist	0.553059405940594	0.00930584255729238	0.893881188118812	1
mild sneezing	severe difficulty sleeping	refdist	0.571982330097087	0.00885270998745403	0.856035339805825	1
mild eye irritation	severe skin discoloration	refdist	0.494266472303207	0.00911866702621414	0.988532944606414	-1
severe generalized pain	severe dry mouth	refdist	0.577329123761414	0.00933338201464005	0.845341752477171	1
mild localized numbness	mild change in weight	refdist	0.487461086061557	0.00927810369901491	0.974922172123113	-1
mild daytime drowsiness	severe slurred speech	refdist	0.557265940902022	0.00935100292764497	0.885468118195956	1
mild eye irritation	severe high blood pressure	refdist	0.567162551040249	0.00973491801888354	0.865674897919502	1
mild dry mouth	severe difficulty sleeping	refdist	0.579441724941725	0.0093695013738872	0.84111655011655	1
severe difficulty breathing	severe slurred speech	refdist	0.642606990291262	0.00865854598562808	0.714786019417476	1
mild abnormal sweating	severe difficulty hearing	refdist	0.577313870029098	0.0096529919052554	0.845372259941804	1
mild sneezing	severe memory problems	refdist	0.601591844660194	0.00931444766147608	0.796816310679612	1
mild constipation	mild daytime drowsiness	refdist	0.479090361445783	0.00923631640895613	0.958180722891566	-1
mild skin discoloration	mild localized pain	refdist	0.483457775189284	0.00987231578787024	0.966915550378567	-1
mild headache	severe localized pain	refdist	0.577434339474716	0.0094042304333612	0.845131321050568	1
mild constipation	severe rash	refdist	0.486438455507644	0.012043897441309	0.972876911015288	-1
severe fever	severe dizziness	refdist	0.561574175824176	0.0123553883814874	0.876851648351648	1
mild daytime drowsiness	severe localized pain	refdist	0.581322254616132	0.00955175033035915	0.837355490767736	1
mild eye irritation	severe change in appetite	refdist	0.482247548058062	0.0129778750336284	0.964495096116124	-1
mild constipation	mild coughing	refdist	0.474518611865064	0.00912759693232929	0.949037223730128	-1
severe coughing	severe headache	refdist	0.573673016496465	0.0124538798463528	0.85265396700707	1
severe rash	severe dry mouth	refdist	0.480315366522932	0.0124496421938875	0.960630733045864	-1
mild memory problems	mild difficulty breathing	refdist	0.589690513219285	0.00936309193139995	0.820618973561431	1
mild sneezing	mild dizziness	refdist	0.468994953416149	0.0091499187768338	0.937989906832298	-1
severe dry mouth	severe change in weight	refdist	0.449442963543708	0.0122386235112612	0.898885927087417	-1
severe abnormal sweating	severe localized pain	refdist	0.592011085180863	0.00924322813536645	0.815977829638273	1
severe constipation	severe change in appetite	refdist	0.54713296724848	0.00923168708398601	0.90573406550304	1
mild dizziness	severe localized pain	refdist	0.587072413123665	0.00939676062931878	0.825855173752669	1
mild diarrhea	mild generalized pain	refdist	0.529508352758353	0.00900569981710137	0.940983294483295	1
mild dizziness	severe coughing	refdist	0.539829704510109	0.00945871417515775	0.920340590979782	1
mild change in appetite	severe abnormal bruising	refdist	0.500577254901961	0.0092903065359431	0.998845490196078	1
mild coughing	severe skin discoloration	refdist	0.488811408614668	0.00939783431628141	0.977622817229336	-1
mild fever	severe difficulty seeing	refdist	0.613439717702411	0.00929799968191891	0.773120564595178	1
mild abnormal sweating	mild difficulty hearing	refdist	0.508602678571429	0.0098378114484385	0.982794642857143	1
severe constipation	severe fever	refdist	0.560652216555512	0.0117960193561179	0.878695566888976	1
mild difficulty hearing	severe skin discoloration	refdist	0.519122448979592	0.00974761128046808	0.961755102040816	1
mildly abnormal mole	severe memory problems	refdist	0.60410009718173	0.00923931943551508	0.79179980563654	1
mild high blood pressure	severe generalized pain	refdist	0.591543989124102	0.00896850991930666	0.816912021751796	1
severe high blood pressure	severe difficulty breathing	refdist	0.645297785547785	0.00865272252150742	0.709404428904429	1
severe high blood pressure	severe memory problems	refdist	0.64670029154519	0.00862475792150792	0.706599416909621	1
mild difficulty sleeping	severe dry mouth	refdist	0.520242859918399	0.00929149211023917	0.959514280163202	1
mild rash	severe change in weight	refdist	0.449892560348239	0.0116682452286995	0.899785120696478	-1
mild generalized pain	mild daytime drowsiness	refdist	0.507760054400622	0.00929039936590567	0.984479891198756	1
severe skin discoloration	severe constipation	refdist	0.549618464528669	0.00920150956185422	0.900763070942663	1
severe diarrhea	severe coughing	refdist	0.551482309486781	0.00899185890005976	0.897035381026439	1
severe memory problems	severe daytime drowsiness	refdist	0.636028144409938	0.00927825180838637	0.727943711180124	1
mild rash	severe difficulty sleeping	refdist	0.58962328498628	0.00895810004239492	0.82075343002744	1
mild localized bleeding	mild difficulty hearing	refdist	0.549646327244462	0.009255441245438	0.900707345511077	1
severe abnormal sweating	severe abnormal bruising	refdist	0.540947266005059	0.00956233802232898	0.918105467989881	1
mild daytime drowsiness	severe generalized pain	refdist	0.579346684814311	0.00955639944606501	0.841306630371379	1
mild high blood pressure	severe difficulty breathing	refdist	0.632079743888242	0.00883718865443044	0.735840512223516	1
severe memory problems	severe skin discoloration	refdist	0.627862638430153	0.00902551028318322	0.744274723139693	1
mild abnormal sweating	severe high blood pressure	refdist	0.562700388349515	0.00904933179052475	0.874599223300971	1
mild change in appetite	severe dry mouth	refdist	0.42820262590633	0.00922197440466441	0.856405251812659	-1
mild difficulty hearing	severe high blood pressure	refdist	0.57851166407465	0.00935107024486268	0.8429766718507	1
severe memory problems	severely abnormal mole	refdist	0.621161847467495	0.00949114064033592	0.757676305065011	1
mild dry mouth	severe slurred speech	refdist	0.545456082394092	0.00944356823789657	0.909087835211815	1
mild localized pain	severe memory problems	refdist	0.628473193473194	0.00926092874911492	0.743053613053613	1
severe localized numbness	severe dry mouth	refdist	0.5400794637653	0.00920690753445498	0.9198410724694	1
mild high blood pressure	severe difficulty seeing	refdist	0.623230052417006	0.00903079893865384	0.753539895165987	1
mild fever	severe coughing	refdist	0.535937389597645	0.00942623006123765	0.928125220804711	1
severe abnormal sweating	severe dry mouth	refdist	0.504976857253987	0.00970440635204956	0.990046285492026	1
mild localized numbness	severe rash	refdist	0.500161897295178	0.0100572961235578	0.999676205409643	1
mild memory problems	mild skin discoloration	refdist	0.544683750728014	0.00952982840730461	0.910632498543972	1
mild localized bleeding	severe difficulty breathing	refdist	0.638035533980583	0.00889326955922241	0.723928932038835	1
severe localized pain	severe generalized pain	refdist	0.608251846094054	0.00898273453270629	0.783496307811893	1
severe abnormal bruising	severe sneezing	refdist	0.528133333333333	0.00952112997178002	0.943733333333333	1
mild abnormal bruising	severe change in appetite	refdist	0.476384509803922	0.0127001432307879	0.952769019607843	-1
mild skin discoloration	mildly abnormal mole	refdist	0.399395104895105	0.00923677483574128	0.79879020979021	-1
mild coughing	severe difficulty breathing	refdist	0.614733669315759	0.00887742621481856	0.770532661368482	1
mild fever	mild dizziness	refdist	0.478339145768025	0.0117828370465693	0.95667829153605	-1
mild change in appetite	severe abnormal sweating	refdist	0.478338108320251	0.00907936401088452	0.956676216640502	-1
mild localized numbness	mild slurred speech	refdist	0.506832977277141	0.00923447786264542	0.986334045445718	1
mild difficulty seeing	severe localized numbness	refdist	0.546343634596696	0.00967212906282035	0.907312730806608	1
mild rash	mild difficulty breathing	refdist	0.566213066509712	0.00919208437790692	0.867573866980577	1
severe high blood pressure	severe localized bleeding	refdist	0.634609599689079	0.00864497466718928	0.730780800621842	1
mild difficulty seeing	mild difficulty hearing	refdist	0.539550913330742	0.00928812497608338	0.920898173338515	1
mild daytime drowsiness	severe dizziness	refdist	0.54357934655776	0.00905700385705408	0.912841306884481	1
severe difficulty sleeping	severe change in weight	refdist	0.587567705271409	0.00960819946033567	0.824864589457182	1
mild difficulty seeing	severe constipation	refdist	0.546654877574815	0.00908785789476651	0.906690244850369	1
mild coughing	severe memory problems	refdist	0.616431646305992	0.00921452061359969	0.767136707388016	1
severe abnormal sweating	severe fever	refdist	0.551891026899666	0.0127555862568595	0.896217946200668	1
mild localized bleeding	severe abnormal sweating	refdist	0.548385992217899	0.00941601838603585	0.903228015564202	1
mild rash	mildly abnormal mole	refdist	0.443860729697921	0.0121347477116694	0.887721459395841	-1
mild sneezing	severe difficulty hearing	refdist	0.561985827994564	0.00894388600348918	0.876028344010872	1
mild constipation	mild sneezing	refdist	0.459791108522617	0.00928272979349882	0.919582217045234	-1
mild eye irritation	severe change in weight	refdist	0.45203	0.012352086559049	0.90406	-1
mild abnormal bruising	mild localized numbness	refdist	0.489666213592233	0.00888204968965106	0.979332427184466	-1
severe skin discoloration	severe dizziness	refdist	0.550760256659537	0.00966487450766017	0.898479486680926	1
mild daytime drowsiness	severe eye irritation	refdist	0.514561297843404	0.00921140593277741	0.970877404313192	1
mildly abnormal mole	severe fever	refdist	0.52374568288854	0.0132196766508196	0.95250863422292	1
severely abnormal mole	severe change in weight	refdist	0.450849588719154	0.0133610625915388	0.901699177438308	-1
severe abnormal sweating	severe rash	refdist	0.5118337259521	0.0102137133408602	0.976332548095799	1
mild difficulty hearing	severe daytime drowsiness	refdist	0.538589788390604	0.00901680653394328	0.922820423218792	1
mild memory problems	severe coughing	refdist	0.573700836413149	0.00924607645715029	0.852598327173702	1
mild memory problems	mild eye irritation	refdist	0.55648678585309	0.00984975638836608	0.88702642829382	1
mild difficulty seeing	severe abnormal bruising	refdist	0.543442565597668	0.00964311027555728	0.913114868804665	1
mild localized numbness	severe headache	refdist	0.564084901960784	0.013080923560497	0.871830196078431	1
mild skin discoloration	mild dry mouth	refdist	0.404989708737864	0.0088063852169392	0.809979417475728	-1
severe abnormal sweating	severe eye irritation	refdist	0.526083025471515	0.00903223005303613	0.947833949056971	1
mild abnormal bruising	mild difficulty sleeping	refdist	0.516199533708957	0.00891339830131932	0.967600932582087	1
mild rash	severe eye irritation	refdist	0.513687242798354	0.00934050168546176	0.972625514403292	1
mild difficulty sleeping	mild change in weight	refdist	0.513341898783837	0.00961303826747541	0.973316202432326	1
mildly abnormal mole	mild constipation	refdist	0.462555577147299	0.00919597065891197	0.925111154294598	-1
mild skin discoloration	mild localized bleeding	refdist	0.526368932038835	0.00988670001730507	0.94726213592233	1
severe skin discoloration	severe rash	refdist	0.497840556971955	0.00984458648374322	0.995681113943911	-1
mild fever	severe high blood pressure	refdist	0.568238721067085	0.00931109210564677	0.86352255786583	1
mild sneezing	severe coughing	refdist	0.515049970834144	0.00917244165769865	0.969900058331713	1
mild abnormal bruising	mild fever	refdist	0.46568247745982	0.012618517926891	0.931364954919639	-1
mild difficulty hearing	severe localized numbness	refdist	0.553620796890185	0.00935166682247818	0.892758406219631	1
severe generalized pain	severe dizziness	refdist	0.599437098969473	0.00926545745847056	0.801125802061054	1
severe dry mouth	severe slurred speech	refdist	0.555050893550894	0.00958585960462426	0.889898212898213	1
mild sneezing	severe daytime drowsiness	refdist	0.507342324859305	0.00900758549046472	0.985315350281389	1
mild memory problems	mild abnormal bruising	refdist	0.550463779374636	0.00904579291270905	0.899072441250728	1
mild slurred speech	severe abnormal sweating	refdist	0.520562730986189	0.00938331403417278	0.958874538027621	1
mild skin discoloration	severe abnormal bruising	refdist	0.518007768498738	0.00986591945300204	0.963984463002525	1
severe localized pain	severe localized numbness	refdist	0.60047260007773	0.00924203027815406	0.799054799844539	1
mild change in weight	severe eye irritation	refdist	0.506234613876911	0.0095059683799237	0.987530772246178	1
mild slurred speech	severe headache	refdist	0.567469307707394	0.0131437574915606	0.865061384585213	1
severe localized numbness	severe change in weight	refdist	0.538699411764706	0.00961987907647468	0.922601176470588	1
mild diarrhea	severe localized numbness	refdist	0.555188958009331	0.00886087589187536	0.889622083981338	1
mild high blood pressure	mild daytime drowsiness	refdist	0.514265151515152	0.00951439172656027	0.971469696969697	1
mild memory problems	severe difficulty hearing	refdist	0.603419417475728	0.0089909998419161	0.793161165048544	1
mild localized numbness	severe difficulty sleeping	refdist	0.598489708737864	0.00972579377088796	0.803020582524272	1
mild generalized pain	severe localized pain	refdist	0.592198834951456	0.00898201882142471	0.815602330097087	1
mild coughing	severe sneezing	refdist	0.44476935014549	0.00910391044105622	0.88953870029098	-1
severe abnormal bruising	severe fever	refdist	0.557352167941927	0.0126518735994246	0.885295664116147	1
mild high blood pressure	mild diarrhea	refdist	0.527624854368932	0.00880662732385725	0.944750291262136	1
mild coughing	mild slurred speech	refdist	0.505793638479441	0.00919083474884296	0.988412723041117	1
mild rash	severe constipation	refdist	0.54138	0.00952917048915165	0.91724	1
mild difficulty hearing	severe abnormal bruising	refdist	0.542158211856171	0.00948220190869049	0.915683576287658	1
severe sneezing	severe change in weight	refdist	0.450005881199765	0.0116665195487873	0.90001176239953	-1
mild dry mouth	severe memory problems	refdist	0.609531377501457	0.00922147964760551	0.780937244997086	1
mild coughing	severe localized bleeding	refdist	0.604907522295463	0.00902041358678002	0.790184955409073	1
severely abnormal mole	severe localized bleeding	refdist	0.609361854870004	0.00956307271799477	0.781276290259992	1
mild localized numbness	severe difficulty hearing	refdist	0.588732479130266	0.0093483577204796	0.822535041739468	1
mild eye irritation	mild difficulty breathing	refdist	0.568742562706592	0.00953561706645809	0.862514874586817	1
mild localized pain	mild generalized pain	refdist	0.506879611650485	0.00950196857676005	0.986240776699029	1
mild difficulty sleeping	severe rash	refdist	0.527092959403805	0.00972215691177705	0.945814081192391	1
severe abnormal bruising	severe localized numbness	refdist	0.558125194401244	0.00977338695109044	0.883749611197512	1
severe sneezing	severe difficulty sleeping	refdist	0.589918997668998	0.00905587443473594	0.820162004662005	1
mild diarrhea	mild difficulty hearing	refdist	0.530248785228377	0.00940495147283825	0.939502429543246	1
mild constipation	severe headache	refdist	0.560419329543227	0.0123768049422705	0.879161340913546	1
mild diarrhea	severe dizziness	refdist	0.556818588372545	0.00914657735325671	0.88636282325491	1
severe abnormal sweating	severe constipation	refdist	0.553003501945525	0.0089696390737611	0.89399299610895	1
severe localized pain	severe change in appetite	refdist	0.586190980392157	0.0090020337876486	0.827618039215686	1
mild localized pain	severe coughing	refdist	0.541212410036958	0.00981494572647919	0.917575179926085	1
mild diarrhea	mild localized numbness	refdist	0.525867301340587	0.00967668472908526	0.948265397318826	1
mild eye irritation	severe memory problems	refdist	0.621016320186516	0.00919360672237333	0.757967359626967	1
severe memory problems	severe localized numbness	refdist	0.639902661744706	0.00895449871733429	0.720194676510589	1
mild sneezing	severely abnormal mole	refdist	0.446261401125558	0.00864014314487699	0.892522802251116	-1
mild abnormal sweating	mild eye irritation	refdist	0.463452727625704	0.00931849587003927	0.926905455251408	-1
severe coughing	severe sneezing	refdist	0.53233326848249	0.00951145383068725	0.935333463035019	1
mild difficulty hearing	mild difficulty sleeping	refdist	0.534092905733722	0.00952262331308516	0.931814188532556	1
mild change in appetite	severe rash	refdist	0.454126013847676	0.0115155267136143	0.908252027695351	-1
mild localized bleeding	severe memory problems	refdist	0.63874087024087	0.00891020238970944	0.72251825951826	1
mild skin discoloration	severe change in appetite	refdist	0.470237703311777	0.0135450218545116	0.940475406623555	-1
mild dizziness	severe localized bleeding	refdist	0.615237965838509	0.0088723057064895	0.769524068322981	1
mild difficulty hearing	severe fever	refdist	0.552709493919184	0.0129523933687401	0.894581012161632	1
severely abnormal mole	severe dizziness	refdist	0.543919790250534	0.0100683631263225	0.912160419498932	1
mild fever	severe generalized pain	refdist	0.580975289272406	0.0091255564141947	0.838049421455187	1
mild coughing	severe difficulty sleeping	refdist	0.586644560791158	0.00865780166869114	0.826710878417685	1
mild constipation	severe localized bleeding	refdist	0.612640264026403	0.0090810002684241	0.774719471947195	1
severe constipation	severe slurred speech	refdist	0.565726778080062	0.00912564777172658	0.868546443839876	1
mild difficulty seeing	severe difficulty hearing	refdist	0.596259273645368	0.00892359451996025	0.807481452709264	1
mild skin discoloration	severe dry mouth	refdist	0.444136257763975	0.00959663211073288	0.88827251552795	-1
mild high blood pressure	severe slurred speech	refdist	0.570112017084061	0.00906869150139562	0.859775965831877	1
mild diarrhea	severe difficulty seeing	refdist	0.625063155849203	0.00908435450639014	0.749873688301594	1
severe localized numbness	severe headache	refdist	0.575571905042182	0.0127848798619419	0.848856189915637	1
severe difficulty hearing	severe coughing	refdist	0.59912094108497	0.00910062345240864	0.80175811783006	1
severe abnormal bruising	severe localized pain	refdist	0.597237465993004	0.00939777062798296	0.805525068013991	1
severe difficulty breathing	severe difficulty sleeping	refdist	0.651081909937888	0.00846422805524101	0.697836180124224	1
mild memory problems	severe localized numbness	refdist	0.57551282549553	0.00945687196048084	0.848974349008939	1
mild memory problems	mild abnormal sweating	refdist	0.552171550553076	0.00964397683010512	0.895656898893848	1
mild localized bleeding	mild change in appetite	refdist	0.509477263818111	0.00914622352668738	0.981045472363779	1
mild abnormal bruising	mild sneezing	refdist	0.421196893203883	0.00917771279278745	0.842393786407767	-1
mild daytime drowsiness	severe high blood pressure	refdist	0.565771684169584	0.00928114459870377	0.868456631660832	1
mild constipation	severe change in weight	refdist	0.455075053889869	0.0115874773313488	0.910150107779737	-1
mild skin discoloration	severe localized pain	refdist	0.56913024068323	0.00975453437698699	0.86173951863354	1
severe generalized pain	severe headache	refdist	0.601619580145183	0.00970065893902215	0.796760839709633	1
mild memory problems	mild change in weight	refdist	0.547344901960784	0.00960117813838998	0.905310196078431	1
mild sneezing	severe abnormal bruising	refdist	0.510231008354381	0.00927077734930884	0.979537983291238	1
mild high blood pressure	mild difficulty sleeping	refdist	0.534226257525733	0.00948974309732898	0.931547484948534	1
mild localized bleeding	mild coughing	refdist	0.532879922405432	0.00935653117424226	0.934240155189137	1
mild dizziness	severe difficulty breathing	refdist	0.625766589057043	0.00909462965848573	0.748466821885914	1
mild abnormal sweating	mild slurred speech	refdist	0.506561420531729	0.00929516399716769	0.986877158936542	1
severe generalized pain	severe coughing	refdist	0.597010507880911	0.00914734494886624	0.805978984238179	1
mild abnormal bruising	severe skin discoloration	refdist	0.487800854866913	0.00905460449901466	0.975601709733826	-1
severe abnormal bruising	severe difficulty seeing	refdist	0.627238631947143	0.00917904195101402	0.745522736105713	1
severe skin discoloration	severe slurred speech	refdist	0.564307811892732	0.00941228836348087	0.871384376214535	1
mild dry mouth	mild coughing	refdist	0.434490979631426	0.00894595911458836	0.868981959262852	-1
severe memory problems	severe dry mouth	refdist	0.618272285880754	0.00897742902275199	0.763455428238493	1
mild change in weight	severe localized pain	refdist	0.572536862745098	0.00906071087521418	0.854926274509804	1
mild difficulty sleeping	severe eye irritation	refdist	0.535045454545455	0.00898865955600929	0.929909090909091	1
severe eye irritation	severe difficulty breathing	refdist	0.631659033572676	0.00900764932138295	0.736681932854648	1
mild daytime drowsiness	mild change in weight	refdist	0.45480655287424	0.00971713812366142	0.90961310574848	-1
severe skin discoloration	severe generalized pain	refdist	0.586536158631415	0.00934790276025866	0.826927682737169	1
mild localized pain	severe dizziness	refdist	0.551548299319728	0.0096379001793183	0.896903401360544	1
mild dizziness	severe change in weight	refdist	0.486032523510972	0.00974194252705552	0.972065047021944	-1
mild coughing	severe headache	refdist	0.551276483258273	0.0119731583448564	0.897447033483454	1
mildly abnormal mole	mild difficulty seeing	refdist	0.510958786936236	0.0089443894781116	0.978082426127527	1
mild generalized pain	severe daytime drowsiness	refdist	0.537704307334109	0.00900236342190432	0.924591385331781	1
mild fever	severe dry mouth	refdist	0.470109564876519	0.0122035975921905	0.940219129753038	-1
mild high blood pressure	mild sneezing	refdist	0.494791965845139	0.00893820693763544	0.989583931690277	-1
mild high blood pressure	mild constipation	refdist	0.518322724626431	0.00929925487605251	0.963354550747137	1
mild dizziness	severe memory problems	refdist	0.62649504950495	0.00914099302514664	0.747009900990099	1
mild difficulty sleeping	severe difficulty breathing	refdist	0.634237133423966	0.00934063479502841	0.731525733152068	1
mild dizziness	severe rash	refdist	0.489147531347962	0.0123164919772642	0.978295062695925	-1
mild difficulty seeing	severe change in appetite	refdist	0.531404393018239	0.00944494972380068	0.937191213963522	1
severe skin discoloration	severely abnormal mole	refdist	0.493099223300971	0.00976270118981077	0.986198446601942	-1
severe fever	severe change in appetite	refdist	0.545473173628984	0.0126781828014051	0.909053652742031	1
mild eye irritation	severe diarrhea	refdist	0.534736065255389	0.00960027566434194	0.930527869489221	1
mild coughing	mild change in weight	refdist	0.436637235708692	0.00930527881521099	0.873274471417384	-1
mild fever	severe localized pain	refdist	0.58306409251274	0.00886801990655273	0.83387181497452	1
mild memory problems	severe difficulty seeing	refdist	0.634073426573427	0.00950516498204085	0.731853146853147	1
mild rash	severe abnormal sweating	refdist	0.50629210836278	0.00934131884198798	0.987415783274441	1
mild abnormal bruising	severe diarrhea	refdist	0.528027761599689	0.00889443004892673	0.943944476800621	1
mild change in appetite	severe difficulty breathing	refdist	0.591213907933399	0.00891014024769439	0.817572184133203	1
mildly abnormal mole	mild eye irritation	refdist	0.450527318685592	0.0090658569452405	0.901054637371184	-1
mild daytime drowsiness	severe difficulty hearing	refdist	0.58063357295512	0.00917101143846977	0.838732854089761	1
mild localized pain	severe localized bleeding	refdist	0.61683686152651	0.00911238570294178	0.76632627694698	1
severe rash	severe eye irritation	refdist	0.51954752106604	0.0102177278642151	0.960904957867921	1
mild high blood pressure	severe headache	refdist	0.568705605644845	0.0117538675743339	0.86258878871031	1
mild change in appetite	severe skin discoloration	refdist	0.46576926092923	0.00890584126194726	0.931538521858459	-1
mild localized bleeding	mild localized pain	refdist	0.545828055177773	0.00945826068754132	0.908343889644453	1
mild abnormal sweating	mild coughing	refdist	0.442215655880643	0.00905885396470538	0.884431311761287	-1
mild skin discoloration	mild headache	refdist	0.412499706170421	0.00907648452963132	0.824999412340842	-1
mild abnormal bruising	mildly abnormal mole	refdist	0.422954722114263	0.00933185765209542	0.845909444228527	-1
severe skin discoloration	severe localized numbness	refdist	0.54899533437014	0.00920574239224722	0.90200933125972	1
mild constipation	mild eye irritation	refdist	0.479956099456099	0.00936258230338851	0.959912198912199	-1
severe dry mouth	severe dizziness	refdist	0.541533618344345	0.0096574471748469	0.91693276331131	1
mild constipation	severe abnormal sweating	refdist	0.511078358934474	0.00959034821503047	0.977843282131052	1
mild difficulty breathing	severe eye irritation	refdist	0.57985075787019	0.00962973091440779	0.840298484259619	1
