IA1	IB1	averageP	sdp	overlap	direction	I1qw	I2qw
mild skin discoloration	severe coughing	0.430235849056604	0.0466298394620646	0.860471698113208	-1	1 skin discoloration	2 coughing
mild skin discoloration	mild sneezing	0.537285123966942	0.0451484522553089	0.925429752066116	1	1 skin discoloration	1 sneezing
mild skin discoloration	severe sneezing	0.511264150943396	0.0480320127746327	0.977471698113207	1	1 skin discoloration	2 sneezing
mild skin discoloration	mild difficulty breathing	0.353868181818182	0.0439167476730771	0.707736363636364	-1	1 skin discoloration	1 difficulty breathing
mild skin discoloration	severe difficulty breathing	0.325115384615385	0.0435996214210513	0.650230769230769	-1	1 skin discoloration	2 difficulty breathing
mild skin discoloration	mild fever	0.4589	0.0464648170659442	0.9178	-1	1 skin discoloration	1 fever
mild skin discoloration	severe fever	0.390117117117117	0.0459558479103972	0.780234234234234	-1	1 skin discoloration	2 fever
mild skin discoloration	mild dizziness	0.450788793103448	0.0444474608609431	0.901577586206897	-1	1 skin discoloration	1 dizziness
mild skin discoloration	severe dizziness	0.37740990990991	0.0440858600252609	0.75481981981982	-1	1 skin discoloration	2 dizziness
mild skin discoloration	mild headache	0.487525862068966	0.0459670524512128	0.975051724137931	-1	1 skin discoloration	1 headache
mild skin discoloration	severe headache	0.384298165137615	0.0448662631145063	0.768596330275229	-1	1 skin discoloration	2 headache
mild skin discoloration	mild daytime drowsiness	0.442631818181818	0.046612194144064	0.885263636363636	-1	1 skin discoloration	1 daytime drowsiness
mild skin discoloration	severe daytime drowsiness	0.432021551724138	0.0431695325020975	0.864043103448276	-1	1 skin discoloration	2 daytime drowsiness
mild skin discoloration	mild difficulty sleeping	0.411959090909091	0.0454315254749172	0.823918181818182	-1	1 skin discoloration	1 difficulty sleeping
mild skin discoloration	severe difficulty sleeping	0.34423275862069	0.0453237469689396	0.688465517241379	-1	1 skin discoloration	2 difficulty sleeping
mild skin discoloration	mild slurred speech	0.397445945945946	0.0472313254301864	0.794891891891892	-1	1 skin discoloration	1 slurred speech
mild skin discoloration	severe slurred speech	0.401943965517241	0.045327243456863	0.803887931034483	-1	1 skin discoloration	2 slurred speech
mild skin discoloration	mild change in appetite	0.590172413793103	0.0458894754093673	0.819655172413793	1	1 skin discoloration	1 change in appetite
mild skin discoloration	severe change in appetite	0.454297297297297	0.0444121972597502	0.908594594594595	-1	1 skin discoloration	2 change in appetite
mild skin discoloration	mild change in weight	0.511955357142857	0.0461839666108236	0.976089285714286	1	1 skin discoloration	1 change in weight
mild skin discoloration	severe change in weight	0.493069565217391	0.0455993813092624	0.986139130434783	-1	1 skin discoloration	2 change in weight
severe skin discoloration	mild rash	0.557119469026549	0.0470809632307363	0.885761061946903	1	2 skin discoloration	1 rash
severe skin discoloration	severe rash	0.520575892857143	0.0455882923429295	0.958848214285714	1	2 skin discoloration	2 rash
severe skin discoloration	mild abnormal bruising	0.616043859649123	0.044113606300091	0.767912280701754	1	2 skin discoloration	1 abnormal bruising
severe skin discoloration	severe abnormal bruising	0.490973214285714	0.0450643967316379	0.981946428571429	-1	2 skin discoloration	2 abnormal bruising
severe skin discoloration	a mildly abnormal mole	0.633566666666667	0.0463015704131546	0.732866666666667	1	2 skin discoloration	1 abnormal mole
severe skin discoloration	a severely abnormal mole	0.543776859504132	0.0442928288764528	0.912446280991736	1	2 skin discoloration	2 abnormal mole
severe skin discoloration	mild diarrhea	0.463168181818182	0.0464809029384578	0.926336363636364	-1	2 skin discoloration	1 diarrhea
severe skin discoloration	severe diarrhea	0.494129310344828	0.0451712582071156	0.988258620689655	-1	2 skin discoloration	2 diarrhea
severe skin discoloration	mild constipation	0.525697368421053	0.0449367932462423	0.948605263157895	1	2 skin discoloration	1 constipation
severe skin discoloration	severe constipation	0.479138392857143	0.0446933413874522	0.958276785714286	-1	2 skin discoloration	2 constipation
severe skin discoloration	mild localized bleeding	0.45091592920354	0.0480099871565148	0.90183185840708	-1	2 skin discoloration	1 localized bleeding
severe skin discoloration	severe localized bleeding	0.424252212389381	0.0454272538373835	0.848504424778761	-1	2 skin discoloration	2 localized bleeding
severe skin discoloration	mild localized pain	0.48085775862069	0.0468140909225077	0.961715517241379	-1	2 skin discoloration	1 localized pain
severe skin discoloration	severe localized pain	0.450968181818182	0.0458224331217296	0.901936363636364	-1	2 skin discoloration	2 localized pain
severe skin discoloration	mild generalized pain	0.453867521367521	0.0458202439689816	0.907735042735043	-1	2 skin discoloration	1 generalized pain
severe skin discoloration	severe generalized pain	0.435192660550459	0.0460785514508315	0.870385321100917	-1	2 skin discoloration	2 generalized pain
severe skin discoloration	mild localized numbness	0.471075221238938	0.0452127176305515	0.942150442477876	-1	2 skin discoloration	1 localized numbness
severe skin discoloration	severe localized numbness	0.483278761061947	0.0459235500631738	0.966557522123894	-1	2 skin discoloration	2 localized numbness
severe skin discoloration	mild eye irritation	0.514449074074074	0.0478128948825822	0.971101851851852	1	2 skin discoloration	1 eye irritation
severe skin discoloration	severe eye irritation	0.542850427350427	0.043779797721244	0.914299145299145	1	2 skin discoloration	2 eye irritation
severe skin discoloration	mild difficulty seeing	0.476625	0.046735741249309	0.95325	-1	2 skin discoloration	1 difficulty seeing
severe skin discoloration	severe difficulty seeing	0.400364035087719	0.0453415831663062	0.800728070175439	-1	2 skin discoloration	2 difficulty seeing
severe skin discoloration	mild difficulty hearing	0.512761467889908	0.0472210770343867	0.974477064220183	1	2 skin discoloration	1 difficulty hearing
severe skin discoloration	severe difficulty hearing	0.438735042735043	0.0456984204596305	0.877470085470085	-1	2 skin discoloration	2 difficulty hearing
severe skin discoloration	mild dry mouth	0.627018018018018	0.043466930820937	0.745963963963964	1	2 skin discoloration	1 dry mouth
severe skin discoloration	severe dry mouth	0.584833333333333	0.0454713779079049	0.830333333333333	1	2 skin discoloration	2 dry mouth
severe skin discoloration	mild coughing	0.570229166666667	0.0444127559626483	0.859541666666667	1	2 skin discoloration	1 coughing
severe skin discoloration	severe coughing	0.507180952380952	0.0472616205917906	0.985638095238095	1	2 skin discoloration	2 coughing
severe skin discoloration	mild sneezing	0.626165289256198	0.0435899006510929	0.747669421487603	1	2 skin discoloration	1 sneezing
severe skin discoloration	severe sneezing	0.59952380952381	0.0455172757234295	0.800952380952381	1	2 skin discoloration	2 sneezing
severe skin discoloration	mild difficulty breathing	0.427940366972477	0.0489839421832665	0.855880733944954	-1	2 skin discoloration	1 difficulty breathing
severe skin discoloration	severe difficulty breathing	0.39314224137931	0.0455293405524664	0.786284482758621	-1	2 skin discoloration	2 difficulty breathing
severe skin discoloration	mild fever	0.547665217391304	0.0459776099159302	0.904669565217391	1	2 skin discoloration	1 fever
severe skin discoloration	severe fever	0.464754545454545	0.0457148529655949	0.929509090909091	-1	2 skin discoloration	2 fever
severe skin discoloration	mild dizziness	0.529995689655172	0.0462655896391671	0.940008620689655	1	2 skin discoloration	1 dizziness
severe skin discoloration	severe dizziness	0.454936363636364	0.0466346499472191	0.909872727272727	-1	2 skin discoloration	2 dizziness
severe skin discoloration	mild headache	0.575094827586207	0.0440483390688465	0.849810344827586	1	2 skin discoloration	1 headache
severe skin discoloration	severe headache	0.455816513761468	0.0452470962554453	0.911633027522936	-1	2 skin discoloration	2 headache
severe skin discoloration	mild daytime drowsiness	0.52575	0.045451081631603	0.9485	1	2 skin discoloration	1 daytime drowsiness
severe skin discoloration	severe daytime drowsiness	0.513695652173913	0.0474420479361254	0.972608695652174	1	2 skin discoloration	2 daytime drowsiness
severe skin discoloration	mild difficulty sleeping	0.488183486238532	0.0460114460722348	0.976366972477064	-1	2 skin discoloration	1 difficulty sleeping
severe skin discoloration	severe difficulty sleeping	0.419297413793103	0.044691390995129	0.838594827586207	-1	2 skin discoloration	2 difficulty sleeping
severe skin discoloration	mild slurred speech	0.473822727272727	0.0455320385476304	0.947645454545455	-1	2 skin discoloration	1 slurred speech
severe skin discoloration	severe slurred speech	0.47775	0.0460056726641394	0.9555	-1	2 skin discoloration	2 slurred speech
severe skin discoloration	mild change in appetite	0.6778	0.0406404624227912	0.6444	1	2 skin discoloration	1 change in appetite
severe skin discoloration	severe change in appetite	0.536931818181818	0.0467464455139074	0.926136363636364	1	2 skin discoloration	2 change in appetite
severe skin discoloration	mild change in weight	0.593689189189189	0.045095652612904	0.812621621621622	1	2 skin discoloration	1 change in weight
severe skin discoloration	severe change in weight	0.574359649122807	0.0452154826274376	0.851280701754386	1	2 skin discoloration	2 change in weight
mild rash	severe rash	0.467790178571429	0.0455788075179102	0.935580357142857	-1	1 rash	2 rash
mild rash	mild abnormal bruising	0.557407894736842	0.0467850825516683	0.885184210526316	1	1 rash	1 abnormal bruising
mild rash	severe abnormal bruising	0.43070796460177	0.0453589432826326	0.86141592920354	-1	1 rash	2 abnormal bruising
mild rash	a mildly abnormal mole	0.583666666666667	0.0486715982893062	0.832666666666667	1	1 rash	1 abnormal mole
mild rash	a severely abnormal mole	0.493338842975207	0.0450409933008425	0.986677685950413	-1	1 rash	2 abnormal mole
mild rash	mild diarrhea	0.401009009009009	0.0434264060053704	0.802018018018018	-1	1 rash	1 diarrhea
mild rash	severe diarrhea	0.436150862068966	0.0443433450145635	0.872301724137931	-1	1 rash	2 diarrhea
mild rash	mild constipation	0.468986842105263	0.0495100231232601	0.937973684210526	-1	1 rash	1 constipation
mild rash	severe constipation	0.418116071428571	0.0469492684682366	0.836232142857143	-1	1 rash	2 constipation
mild rash	mild localized bleeding	0.383053097345133	0.04472207210717	0.766106194690266	-1	1 rash	1 localized bleeding
mild rash	severe localized bleeding	0.368105263157895	0.0451073807280013	0.736210526315789	-1	1 rash	2 localized bleeding
mild rash	mild localized pain	0.420280172413793	0.0463356123727967	0.840560344827586	-1	1 rash	1 localized pain
mild rash	severe localized pain	0.385522727272727	0.0449169167416338	0.771045454545455	-1	1 rash	2 localized pain
mild rash	mild generalized pain	0.391047008547009	0.0434532310939507	0.782094017094017	-1	1 rash	1 generalized pain
mild rash	severe generalized pain	0.381642201834862	0.0446492039897292	0.763284403669725	-1	1 rash	2 generalized pain
mild rash	mild localized numbness	0.413588495575221	0.0459386974918168	0.827176991150443	-1	1 rash	1 localized numbness
mild rash	severe localized numbness	0.429513274336283	0.0449794451960099	0.859026548672566	-1	1 rash	2 localized numbness
mild rash	mild eye irritation	0.456610091743119	0.0469091131840242	0.913220183486239	-1	1 rash	1 eye irritation
mild rash	severe eye irritation	0.487694915254237	0.0454259647410331	0.975389830508475	-1	1 rash	2 eye irritation
mild rash	mild difficulty seeing	0.421848214285714	0.0432081145146361	0.843696428571429	-1	1 rash	1 difficulty seeing
mild rash	severe difficulty seeing	0.334382608695652	0.0427845462556947	0.668765217391304	-1	1 rash	2 difficulty seeing
mild rash	mild difficulty hearing	0.462440366972477	0.0459588703563914	0.924880733944954	-1	1 rash	1 difficulty hearing
mild rash	severe difficulty hearing	0.378004273504274	0.0442787728579328	0.756008547008547	-1	1 rash	2 difficulty hearing
mild rash	mild dry mouth	0.577752252252252	0.0460432991661992	0.844495495495496	1	1 rash	1 dry mouth
mild rash	severe dry mouth	0.530647826086956	0.0462596850949219	0.938704347826087	1	1 rash	2 dry mouth
mild rash	mild coughing	0.515719008264463	0.0440727884834816	0.968561983471074	1	1 rash	1 coughing
mild rash	severe coughing	0.453547169811321	0.0495788985430726	0.907094339622642	-1	1 rash	2 coughing
mild rash	mild sneezing	0.572342975206612	0.0436355537076688	0.855314049586777	1	1 rash	1 sneezing
mild rash	severe sneezing	0.545146226415094	0.0479237346681569	0.909707547169811	1	1 rash	2 sneezing
mild rash	mild difficulty breathing	0.362272727272727	0.0450284882584068	0.724545454545454	-1	1 rash	1 difficulty breathing
mild rash	severe difficulty breathing	0.335175213675214	0.0434934456282781	0.670350427350427	-1	1 rash	2 difficulty breathing
mild rash	mild fever	0.4855	0.0446605104802558	0.971	-1	1 rash	1 fever
mild rash	severe fever	0.402202702702703	0.0468667080928872	0.804405405405405	-1	1 rash	2 fever
mild rash	mild dizziness	0.468672413793103	0.0434802350499139	0.937344827586207	-1	1 rash	1 dizziness
mild rash	severe dizziness	0.39836036036036	0.0451877331355096	0.796720720720721	-1	1 rash	2 dizziness
mild rash	mild headache	0.519443965517241	0.0456363500405553	0.961112068965517	1	1 rash	1 headache
mild rash	severe headache	0.398853211009174	0.0452943034003653	0.797706422018349	-1	1 rash	2 headache
mild rash	mild daytime drowsiness	0.464445454545455	0.046779823702368	0.928890909090909	-1	1 rash	1 daytime drowsiness
mild rash	severe daytime drowsiness	0.455215517241379	0.0451586876321932	0.910431034482759	-1	1 rash	2 daytime drowsiness
mild rash	mild difficulty sleeping	0.429172727272727	0.0463661602092311	0.858345454545455	-1	1 rash	1 difficulty sleeping
mild rash	severe difficulty sleeping	0.355844827586207	0.0432891962661802	0.711689655172414	-1	1 rash	2 difficulty sleeping
mild rash	mild slurred speech	0.412432432432432	0.0460837592823533	0.824864864864865	-1	1 rash	1 slurred speech
mild rash	severe slurred speech	0.418081896551724	0.0447809169181088	0.836163793103448	-1	1 rash	2 slurred speech
mild rash	mild change in appetite	0.631793103448276	0.0430508256322516	0.736413793103448	1	1 rash	1 change in appetite
mild rash	severe change in appetite	0.480932432432432	0.0462624211871543	0.961864864864865	-1	1 rash	2 change in appetite
mild rash	mild change in weight	0.539035714285714	0.0487089189294227	0.921928571428571	1	1 rash	1 change in weight
mild rash	severe change in weight	0.520947826086957	0.0449948482608666	0.958104347826087	1	1 rash	2 change in weight
severe rash	mild abnormal bruising	0.581738938053097	0.0446615938321258	0.836522123893805	1	2 rash	1 abnormal bruising
severe rash	severe abnormal bruising	0.469869369369369	0.0456034696281624	0.939738738738739	-1	2 rash	2 abnormal bruising
severe rash	a mildly abnormal mole	0.606528846153846	0.0452064859744177	0.786942307692308	1	2 rash	1 abnormal mole
severe rash	a severely abnormal mole	0.522633333333333	0.0431660840337737	0.954733333333333	1	2 rash	2 abnormal mole
severe rash	mild diarrhea	0.443192660550459	0.046454802014766	0.886385321100918	-1	2 rash	1 diarrhea
severe rash	severe diarrhea	0.474804347826087	0.0468463014112973	0.949608695652174	-1	2 rash	2 diarrhea
severe rash	mild constipation	0.506889380530973	0.0448117415702368	0.986221238938053	1	2 rash	1 constipation
severe rash	severe constipation	0.459765765765766	0.0467564788304154	0.919531531531532	-1	2 rash	2 constipation
severe rash	mild localized bleeding	0.434754464285714	0.0450155097128231	0.869508928571429	-1	2 rash	1 localized bleeding
severe rash	severe localized bleeding	0.411861607142857	0.0462384989895643	0.823723214285714	-1	2 rash	2 localized bleeding
severe rash	mild localized pain	0.459795652173913	0.0467535113618442	0.919591304347826	-1	2 rash	1 localized pain
severe rash	severe localized pain	0.437857798165138	0.046935479328925	0.875715596330275	-1	2 rash	2 localized pain
severe rash	mild generalized pain	0.437603448275862	0.0450480839208754	0.875206896551724	-1	2 rash	1 generalized pain
severe rash	severe generalized pain	0.425134259259259	0.0453580261804022	0.850268518518518	-1	2 rash	2 generalized pain
severe rash	mild localized numbness	0.451558035714286	0.0462949522430204	0.903116071428571	-1	2 rash	1 localized numbness
severe rash	severe localized numbness	0.466647321428571	0.046340255096674	0.933294642857143	-1	2 rash	2 localized numbness
severe rash	mild eye irritation	0.492911214953271	0.0461622882739165	0.985822429906542	-1	2 rash	1 eye irritation
severe rash	severe eye irritation	0.519375	0.0458234447306955	0.96125	1	2 rash	2 eye irritation
severe rash	mild difficulty seeing	0.459716216216216	0.044817158176603	0.919432432432432	-1	2 rash	1 difficulty seeing
severe rash	severe difficulty seeing	0.387066371681416	0.0445992822354747	0.774132743362832	-1	2 rash	2 difficulty seeing
severe rash	mild difficulty hearing	0.498199074074074	0.0474125972726088	0.996398148148148	-1	2 rash	1 difficulty hearing
severe rash	severe difficulty hearing	0.422103448275862	0.0471687572171715	0.844206896551724	-1	2 rash	2 difficulty hearing
severe rash	mild dry mouth	0.592486363636364	0.0472186105240768	0.815027272727273	1	2 rash	1 dry mouth
severe rash	severe dry mouth	0.558199115044248	0.0461065703212768	0.883601769911504	1	2 rash	2 dry mouth
severe rash	mild coughing	0.544172268907563	0.0447326435067538	0.911655462184874	1	2 rash	1 coughing
severe rash	severe coughing	0.490456730769231	0.0482284646287225	0.980913461538461	-1	2 rash	2 coughing
severe rash	mild sneezing	0.596170833333333	0.0434779881892523	0.807658333333333	1	2 rash	1 sneezing
severe rash	severe sneezing	0.567701923076923	0.047534690557758	0.864596153846154	1	2 rash	2 sneezing
severe rash	mild difficulty breathing	0.414472222222222	0.0460116476394282	0.828944444444444	-1	2 rash	1 difficulty breathing
severe rash	severe difficulty breathing	0.383952173913043	0.0439637599435017	0.767904347826087	-1	2 rash	2 difficulty breathing
severe rash	mild fever	0.518978070175439	0.0461750478048448	0.962043859649123	1	2 rash	1 fever
severe rash	severe fever	0.446802752293578	0.0485607734462021	0.893605504587156	-1	2 rash	2 fever
severe rash	mild dizziness	0.506278260869565	0.0456142556670106	0.98744347826087	1	2 rash	1 dizziness
severe rash	severe dizziness	0.438146788990826	0.0451261734307466	0.876293577981651	-1	2 rash	2 dizziness
severe rash	mild headache	0.550969565217391	0.0461145868293914	0.898060869565217	1	2 rash	1 headache
severe rash	severe headache	0.439606481481481	0.0471146517943094	0.879212962962963	-1	2 rash	2 headache
severe rash	mild daytime drowsiness	0.498229357798165	0.0483535237054854	0.99645871559633	-1	2 rash	1 daytime drowsiness
severe rash	severe daytime drowsiness	0.488771929824561	0.0450799625644935	0.977543859649123	-1	2 rash	2 daytime drowsiness
severe rash	mild difficulty sleeping	0.469560185185185	0.0472768057032506	0.93912037037037	-1	2 rash	1 difficulty sleeping
severe rash	severe difficulty sleeping	0.398221739130435	0.0449066238514465	0.79644347826087	-1	2 rash	2 difficulty sleeping
severe rash	mild slurred speech	0.456724770642202	0.0474069753559432	0.913449541284404	-1	2 rash	1 slurred speech
severe rash	severe slurred speech	0.452286956521739	0.0453576745644363	0.904573913043478	-1	2 rash	2 slurred speech
severe rash	mild change in appetite	0.642986842105263	0.0435931790341369	0.714026315789474	1	2 rash	1 change in appetite
severe rash	severe change in appetite	0.513669724770642	0.0467335058208949	0.972660550458716	1	2 rash	2 change in appetite
severe rash	mild change in weight	0.566795454545455	0.0453716541034928	0.866409090909091	1	2 rash	1 change in weight
severe rash	severe change in weight	0.549703539823009	0.042611665333394	0.900592920353982	1	2 rash	2 change in weight
mild abnormal bruising	severe abnormal bruising	0.379880530973451	0.043694977686499	0.759761061946903	-1	1 abnormal bruising	2 abnormal bruising
mild abnormal bruising	a mildly abnormal mole	0.529306603773585	0.0472065391887251	0.94138679245283	1	1 abnormal bruising	1 abnormal mole
mild abnormal bruising	a severely abnormal mole	0.442172131147541	0.0442942941233108	0.884344262295082	-1	1 abnormal bruising	2 abnormal mole
mild abnormal bruising	mild diarrhea	0.343166666666667	0.0428468101433094	0.686333333333333	-1	1 abnormal bruising	1 diarrhea
mild abnormal bruising	severe diarrhea	0.378837606837607	0.0433517474241827	0.757675213675214	-1	1 abnormal bruising	2 diarrhea
mild abnormal bruising	mild constipation	0.413647826086957	0.0448990300376707	0.827295652173913	-1	1 abnormal bruising	1 constipation
mild abnormal bruising	severe constipation	0.360924778761062	0.045417847888653	0.721849557522124	-1	1 abnormal bruising	2 constipation
mild abnormal bruising	mild localized bleeding	0.330385964912281	0.0434047356264155	0.660771929824561	-1	1 abnormal bruising	1 localized bleeding
mild abnormal bruising	severe localized bleeding	0.320697368421053	0.0423971700801286	0.641394736842105	-1	1 abnormal bruising	2 localized bleeding
mild abnormal bruising	mild localized pain	0.359350427350427	0.0422908945735179	0.718700854700855	-1	1 abnormal bruising	1 localized pain
mild abnormal bruising	severe localized pain	0.332441441441441	0.0419556691574464	0.664882882882883	-1	1 abnormal bruising	2 localized pain
mild abnormal bruising	mild generalized pain	0.336419491525424	0.0436026757528047	0.672838983050847	-1	1 abnormal bruising	1 generalized pain
mild abnormal bruising	severe generalized pain	0.324436363636364	0.0430496355659607	0.648872727272727	-1	1 abnormal bruising	2 generalized pain
mild abnormal bruising	mild localized numbness	0.355232456140351	0.0435147368718975	0.710464912280702	-1	1 abnormal bruising	1 localized numbness
mild abnormal bruising	severe localized numbness	0.370381578947368	0.0434643139965366	0.740763157894737	-1	1 abnormal bruising	2 localized numbness
mild abnormal bruising	mild eye irritation	0.400610091743119	0.044579641634129	0.801220183486239	-1	1 abnormal bruising	1 eye irritation
mild abnormal bruising	severe eye irritation	0.423906779661017	0.0440005325276892	0.847813559322034	-1	1 abnormal bruising	2 eye irritation
mild abnormal bruising	mild difficulty seeing	0.368880530973451	0.0457803952752361	0.737761061946903	-1	1 abnormal bruising	1 difficulty seeing
mild abnormal bruising	severe difficulty seeing	0.280195652173913	0.0402079889120738	0.560391304347826	-1	1 abnormal bruising	2 difficulty seeing
mild abnormal bruising	mild difficulty hearing	0.402963636363636	0.045600569886323	0.805927272727273	-1	1 abnormal bruising	1 difficulty hearing
mild abnormal bruising	severe difficulty hearing	0.31981779661017	0.0434019918461279	0.639635593220339	-1	1 abnormal bruising	2 difficulty hearing
mild abnormal bruising	mild dry mouth	0.5183125	0.0458073308644279	0.963375	1	1 abnormal bruising	1 dry mouth
mild abnormal bruising	severe dry mouth	0.46894347826087	0.0448000649227613	0.937886956521739	-1	1 abnormal bruising	2 dry mouth
mild abnormal bruising	mild coughing	0.458004132231405	0.0462746890699646	0.91600826446281	-1	1 abnormal bruising	1 coughing
mild abnormal bruising	severe coughing	0.390830188679245	0.046971855004538	0.781660377358491	-1	1 abnormal bruising	2 coughing
mild abnormal bruising	mild sneezing	0.515737704918033	0.0439319230433876	0.968524590163934	1	1 abnormal bruising	1 sneezing
mild abnormal bruising	severe sneezing	0.484801886792453	0.0469204876982679	0.969603773584906	-1	1 abnormal bruising	2 sneezing
mild abnormal bruising	mild difficulty breathing	0.315272727272727	0.041634055190149	0.630545454545455	-1	1 abnormal bruising	1 difficulty breathing
mild abnormal bruising	severe difficulty breathing	0.287799145299145	0.0410328001159146	0.575598290598291	-1	1 abnormal bruising	2 difficulty breathing
mild abnormal bruising	mild fever	0.428702586206897	0.045469050335724	0.857405172413793	-1	1 abnormal bruising	1 fever
mild abnormal bruising	severe fever	0.337774774774775	0.0442539364395635	0.67554954954955	-1	1 abnormal bruising	2 fever
mild abnormal bruising	mild dizziness	0.413021367521368	0.0443894061093451	0.826042735042735	-1	1 abnormal bruising	1 dizziness
mild abnormal bruising	severe dizziness	0.340238738738739	0.044097868222557	0.680477477477477	-1	1 abnormal bruising	2 dizziness
mild abnormal bruising	mild headache	0.465230769230769	0.0458382998035488	0.930461538461538	-1	1 abnormal bruising	1 headache
mild abnormal bruising	severe headache	0.353259090909091	0.0440826997901038	0.706518181818182	-1	1 abnormal bruising	2 headache
mild abnormal bruising	mild daytime drowsiness	0.407765765765766	0.0470224524880612	0.815531531531532	-1	1 abnormal bruising	1 daytime drowsiness
mild abnormal bruising	severe daytime drowsiness	0.399383620689655	0.0433210806147226	0.79876724137931	-1	1 abnormal bruising	2 daytime drowsiness
mild abnormal bruising	mild difficulty sleeping	0.378940909090909	0.0443934551186294	0.757881818181818	-1	1 abnormal bruising	1 difficulty sleeping
mild abnormal bruising	severe difficulty sleeping	0.303017094017094	0.041279588959778	0.606034188034188	-1	1 abnormal bruising	2 difficulty sleeping
mild abnormal bruising	mild slurred speech	0.357734234234234	0.0451214330792379	0.715468468468468	-1	1 abnormal bruising	1 slurred speech
mild abnormal bruising	severe slurred speech	0.363235042735043	0.0430000830820828	0.726470085470086	-1	1 abnormal bruising	2 slurred speech
mild abnormal bruising	mild change in appetite	0.581202586206897	0.0426892091134061	0.837594827586207	1	1 abnormal bruising	1 change in appetite
mild abnormal bruising	severe change in appetite	0.414045045045045	0.0455198836148069	0.82809009009009	-1	1 abnormal bruising	2 change in appetite
mild abnormal bruising	mild change in weight	0.486633928571429	0.047112776044299	0.973267857142857	-1	1 abnormal bruising	1 change in weight
mild abnormal bruising	severe change in weight	0.462378260869565	0.0446036599485931	0.92475652173913	-1	1 abnormal bruising	2 change in weight
severe abnormal bruising	a mildly abnormal mole	0.641072115384615	0.0462938758855332	0.717855769230769	1	2 abnormal bruising	1 abnormal mole
severe abnormal bruising	a severely abnormal mole	0.553658333333333	0.043062036549257	0.892683333333333	1	2 abnormal bruising	2 abnormal mole
severe abnormal bruising	mild diarrhea	0.475804545454545	0.0481421032387765	0.951609090909091	-1	2 abnormal bruising	1 diarrhea
severe abnormal bruising	severe diarrhea	0.505939130434783	0.0443930494688055	0.988121739130435	1	2 abnormal bruising	2 diarrhea
severe abnormal bruising	mild constipation	0.53996017699115	0.0455283526750985	0.920079646017699	1	2 abnormal bruising	1 constipation
severe abnormal bruising	severe constipation	0.487572072072072	0.045043899515595	0.975144144144144	-1	2 abnormal bruising	2 constipation
severe abnormal bruising	mild localized bleeding	0.463611607142857	0.0460658642463794	0.927223214285714	-1	2 abnormal bruising	1 localized bleeding
severe abnormal bruising	severe localized bleeding	0.427814159292035	0.0460239941221918	0.855628318584071	-1	2 abnormal bruising	2 localized bleeding
severe abnormal bruising	mild localized pain	0.489295652173913	0.0450363960883284	0.978591304347826	-1	2 abnormal bruising	1 localized pain
severe abnormal bruising	severe localized pain	0.461779816513761	0.0465049293490636	0.923559633027523	-1	2 abnormal bruising	2 localized pain
severe abnormal bruising	mild generalized pain	0.465719827586207	0.0476008745955103	0.931439655172414	-1	2 abnormal bruising	1 generalized pain
severe abnormal bruising	severe generalized pain	0.448087962962963	0.0460368921312437	0.896175925925926	-1	2 abnormal bruising	2 generalized pain
severe abnormal bruising	mild localized numbness	0.480040178571429	0.0461335814472733	0.960080357142857	-1	2 abnormal bruising	1 localized numbness
severe abnormal bruising	severe localized numbness	0.498330357142857	0.047479779958289	0.996660714285714	-1	2 abnormal bruising	2 localized numbness
severe abnormal bruising	mild eye irritation	0.525092592592593	0.047819455042142	0.949814814814815	1	2 abnormal bruising	1 eye irritation
severe abnormal bruising	severe eye irritation	0.552521367521367	0.0426442358897217	0.894957264957265	1	2 abnormal bruising	2 eye irritation
severe abnormal bruising	mild difficulty seeing	0.484189189189189	0.0456692540154794	0.968378378378378	-1	2 abnormal bruising	1 difficulty seeing
severe abnormal bruising	severe difficulty seeing	0.411521929824561	0.045341192453329	0.823043859649123	-1	2 abnormal bruising	2 difficulty seeing
severe abnormal bruising	mild difficulty hearing	0.527041666666667	0.048073201673121	0.945916666666667	1	2 abnormal bruising	1 difficulty hearing
severe abnormal bruising	severe difficulty hearing	0.447469827586207	0.0451228712555118	0.894939655172414	-1	2 abnormal bruising	2 difficulty hearing
severe abnormal bruising	mild dry mouth	0.633572727272727	0.0451246111124374	0.732854545454545	1	2 abnormal bruising	1 dry mouth
severe abnormal bruising	severe dry mouth	0.59630701754386	0.0455215742126443	0.807385964912281	1	2 abnormal bruising	2 dry mouth
severe abnormal bruising	mild coughing	0.581991666666667	0.0449104998264474	0.836016666666667	1	2 abnormal bruising	1 coughing
severe abnormal bruising	severe coughing	0.524104761904762	0.0499260405562608	0.951790476190476	1	2 abnormal bruising	2 coughing
severe abnormal bruising	mild sneezing	0.632020833333333	0.0430084615623531	0.735958333333333	1	2 abnormal bruising	1 sneezing
severe abnormal bruising	severe sneezing	0.6041	0.044546388517323	0.7918	1	2 abnormal bruising	2 sneezing
severe abnormal bruising	mild difficulty breathing	0.434889908256881	0.046899243840195	0.869779816513761	-1	2 abnormal bruising	1 difficulty breathing
severe abnormal bruising	severe difficulty breathing	0.399853448275862	0.045418083664184	0.799706896551724	-1	2 abnormal bruising	2 difficulty breathing
severe abnormal bruising	mild fever	0.55575	0.0450310441231826	0.8885	1	2 abnormal bruising	1 fever
severe abnormal bruising	severe fever	0.480054545454545	0.0476595609274507	0.960109090909091	-1	2 abnormal bruising	2 fever
